order_purchase_timestamp,customer_state,product_category_name_english,payment_value,total_freight_value,total_price,avg_payment_value,avg_freight_value,avg_price,num_products,num_trans,payment_value_roll
2017-01-10,Espírito Santo,furniture_decor,82.19,17.29,64.9,82.19,17.29,64.9,1.0,1.0,92.57714285714285
2017-01-11,São Paulo,furniture_decor,28.46,10.96,17.5,28.46,10.96,17.5,1.0,1.0,96.64285714285714
2017-01-12,Minas Gerais,furniture_decor,75.53,15.63,59.9,75.53,15.63,59.9,1.0,1.0,107.43285714285715
2017-01-13,Minas Gerais,furniture_decor,105.74,15.84,89.9,105.74,15.84,89.9,1.0,1.0,122.53857142857143
2017-01-14,São Paulo,furniture_decor,355.65999999999997,60.56,295.1,71.13199999999999,12.112,59.02,5.0,5.0,166.5142857142857
2017-01-15,Rio Grande do Sul,furniture_decor,1016.4000000000001,50.0,119.39999999999999,169.4,8.333333333333334,19.9,6.0,6.0,268.60285714285715
2017-01-16,São Paulo,furniture_decor,1867.74,64.08,445.5,373.548,12.815999999999999,89.1,2.0,5.0,504.5314285714286
2017-01-17,Minas Gerais,furniture_decor,60.42,14.52,45.9,60.42,14.52,45.9,1.0,1.0,501.4214285714285
2017-01-18,São Paulo,furniture_decor,379.6,43.84,120.6,94.9,10.96,30.15,2.0,4.0,551.5842857142858
2017-01-19,Minas Gerais,furniture_decor,1711.76,93.64,657.2,285.29333333333335,15.606666666666667,109.53333333333335,6.0,6.0,785.3314285714285
2017-01-20,Espírito Santo,furniture_decor,67.96,16.06,51.9,67.96,16.06,51.9,1.0,1.0,779.9342857142857
2017-01-21,Santa Catarina,furniture_decor,46.02,14.52,31.5,46.02,14.52,31.5,1.0,1.0,735.6999999999999
2017-01-22,Ceará,furniture_decor,73.61,26.61,47.0,73.61,26.61,47.0,1.0,1.0,601.0157142857142
2017-01-23,Paraná,furniture_decor,60.1,15.11,44.99,60.1,15.11,44.99,1.0,1.0,342.7814285714286
2017-01-24,São Paulo,furniture_decor,436.99,67.77,265.76,87.398,13.553999999999998,53.152,4.0,5.0,396.57714285714286
2017-01-25,Bahia,furniture_decor,63.67,17.78,45.89,63.67,17.78,45.89,1.0,1.0,351.4442857142857
2017-01-26,São Paulo,furniture_decor,202.02,36.1,102.0,67.34,12.033333333333333,34.0,3.0,3.0,135.76714285714286
2017-01-27,Santa Catarina,furniture_decor,109.9,50.0,59.9,109.9,50.0,59.9,1.0,1.0,141.75857142857143
2017-01-28,Rio Grande do Sul,furniture_decor,149.99,50.0,99.99,149.99,50.0,99.99,1.0,1.0,156.61142857142858
2017-01-29,Rio de Janeiro,furniture_decor,87.9,18.0,69.9,87.9,18.0,69.9,1.0,1.0,158.65285714285713
2017-01-30,Minas Gerais,furniture_decor,2310.4,18.0,559.6,577.6,4.5,139.9,1.0,4.0,480.1242857142857
2017-01-31,São Paulo,furniture_decor,1806.61,60.96,345.85,301.10166666666663,10.16,57.64166666666667,2.0,6.0,675.7842857142857
2017-02-01,Minas Gerais,furniture_decor,246.03000000000003,41.129999999999995,204.9,123.01500000000001,20.564999999999998,102.45,2.0,2.0,701.8357142857143
2017-02-02,Pernambuco,furniture_decor,152.43,32.44,119.99,152.43,32.44,119.99,1.0,1.0,694.7514285714286
2017-02-03,Espírito Santo,furniture_decor,633.12,51.349999999999994,159.7,211.04,17.116666666666664,53.23333333333333,2.0,3.0,769.4971428571428
2017-02-04,São Paulo,furniture_decor,213.13,23.33,189.8,106.565,11.665,94.9,2.0,2.0,778.5171428571429
2017-02-05,Bahia,furniture_decor,84.52,24.62,59.9,84.52,24.62,59.9,1.0,1.0,778.0342857142858
2017-02-06,São Paulo,furniture_decor,435.11,58.28,376.83000000000004,108.7775,14.57,94.20750000000001,4.0,4.0,510.13571428571424
2017-02-07,Bahia,furniture_decor,74.6,22.3,52.3,74.6,22.3,52.3,1.0,1.0,262.7057142857143
2017-02-08,Rio de Janeiro,furniture_decor,171.04,31.39,139.64999999999998,85.52,15.695,69.82499999999999,2.0,2.0,251.99285714285716
2017-02-09,São Paulo,furniture_decor,577.02,113.61,573.98,115.404,22.722,114.796,4.0,5.0,312.6485714285714
2017-02-10,Paraná,furniture_decor,44.42,14.52,29.9,44.42,14.52,29.9,1.0,1.0,228.54857142857145
2017-02-11,Rio de Janeiro,furniture_decor,114.07,16.38,97.69,114.07,16.38,97.69,1.0,1.0,214.39714285714285
2017-02-12,Minas Gerais,furniture_decor,133.68,35.79,97.89,66.84,17.895,48.945,2.0,2.0,221.42000000000002
2017-02-13,Minas Gerais,furniture_decor,227.0,67.51,159.49,113.5,33.755,79.745,2.0,2.0,191.69
2017-02-14,São Paulo,furniture_decor,627.85,74.49,411.5,125.57000000000001,14.898,82.3,4.0,5.0,270.7257142857143
2017-02-15,Alagoas,furniture_decor,320.05,81.05,239.0,320.05,81.05,239.0,1.0,1.0,292.0128571428571
2017-02-16,Rio de Janeiro,furniture_decor,610.31,59.19,194.6,152.5775,14.7975,48.65,4.0,4.0,296.7685714285714
2017-02-17,Minas Gerais,furniture_decor,730.29,48.53,194.9,243.42999999999998,16.176666666666666,64.96666666666667,3.0,3.0,394.75
2017-02-18,São Paulo,furniture_decor,554.05,88.3,517.48,79.14999999999999,12.614285714285714,73.92571428571429,4.0,7.0,457.6042857142857
2017-02-19,Paraná,furniture_decor,49.18,17.19,31.99,49.18,17.19,31.99,1.0,1.0,445.5328571428571
2017-02-20,Rio de Janeiro,furniture_decor,167.63,19.63,148.0,167.63,19.63,148.0,1.0,1.0,437.0514285714285
2017-02-21,São Paulo,furniture_decor,92.5,22.700000000000003,69.8,46.25,11.350000000000001,34.9,2.0,2.0,360.5728571428571
2017-02-22,Minas Gerais,furniture_decor,367.09,82.39,161.78,91.7725,20.5975,40.445,3.0,4.0,367.2928571428571
2017-02-23,Bahia,furniture_decor,124.8,24.9,99.9,124.8,24.9,99.9,1.0,1.0,297.9342857142857
2017-02-24,São Paulo,furniture_decor,56.29,11.74,44.55,56.29,11.74,44.55,1.0,1.0,201.64857142857142
2017-02-25,Alagoas,furniture_decor,120.97,25.16,95.81,120.97,25.16,95.81,1.0,1.0,139.78
2017-02-26,São Paulo,furniture_decor,583.98,80.97,364.39,83.42571428571429,11.567142857142857,52.05571428571428,6.0,7.0,216.18000000000004
2017-02-27,Rio Grande do Norte,furniture_decor,60.34,24.84,35.5,60.34,24.84,35.5,1.0,1.0,200.85285714285715
2017-02-28,Minas Gerais,furniture_decor,362.79,46.68,74.25,120.93,15.56,24.75,1.0,3.0,239.46571428571428
2017-03-01,São Paulo,furniture_decor,185.32,49.53,135.79,61.77333333333333,16.51,45.26333333333333,3.0,3.0,213.49857142857144
2017-03-02,Minas Gerais,furniture_decor,628.49,118.17,326.0,89.78428571428572,16.88142857142857,46.57142857142857,2.0,7.0,285.45428571428573
2017-03-03,Santa Catarina,furniture_decor,55.46,15.56,39.9,55.46,15.56,39.9,1.0,1.0,285.3357142857143
2017-03-04,São Paulo,furniture_decor,411.31,83.94,214.79,58.75857142857143,11.991428571428571,30.684285714285714,5.0,7.0,326.8128571428571
2017-03-05,Santa Catarina,furniture_decor,89.56,20.56,69.0,89.56,20.56,69.0,1.0,1.0,256.18142857142857
2017-03-06,Sergipe,furniture_decor,57.78,17.78,40.0,57.78,17.78,40.0,1.0,1.0,255.81571428571428
2017-03-07,Rio de Janeiro,furniture_decor,120.99000000000001,30.09,90.9,60.495000000000005,15.045,45.45,2.0,2.0,221.27285714285716
2017-03-08,São Paulo,furniture_decor,98.78999999999999,19.22,178.36,49.394999999999996,9.61,89.18,1.0,2.0,208.9114285714286
2017-03-09,São Paulo,furniture_decor,990.47,134.63,455.38,90.04272727272728,12.239090909090908,41.39818181818182,11.0,11.0,260.6228571428572
2017-03-10,Minas Gerais,furniture_decor,113.08,23.18,89.9,113.08,23.18,89.9,1.0,1.0,268.8542857142857
2017-03-11,São Paulo,furniture_decor,35.86,10.96,24.9,35.86,10.96,24.9,1.0,1.0,215.21857142857144
2017-03-12,Mato Grosso,furniture_decor,179.41,29.51,149.9,179.41,29.51,149.9,1.0,1.0,228.05428571428573
2017-03-13,São Paulo,furniture_decor,1265.6100000000001,166.41,1099.2,115.05545454545455,15.128181818181817,99.92727272727274,10.0,11.0,400.6014285714286
2017-03-14,Bahia,furniture_decor,66.84,65.55000000000001,134.97,22.28,21.850000000000005,44.99,1.0,3.0,392.86571428571426
2017-03-15,Bahia,furniture_decor,643.38,61.89,259.8,321.69,30.945,129.9,2.0,2.0,470.6642857142857
2017-03-16,São Paulo,furniture_decor,459.12,76.45,296.79,153.04,25.483333333333334,98.93,3.0,3.0,394.75714285714287
2017-03-17,Bahia,furniture_decor,98.08,23.08,75.0,98.08,23.08,75.0,1.0,1.0,392.61428571428576
2017-03-18,Distrito Federal,furniture_decor,63.09,17.19,45.9,63.09,17.19,45.9,1.0,1.0,396.50428571428574
2017-03-19,São Paulo,furniture_decor,178.70000000000002,34.05,144.65,89.35000000000001,17.025,72.325,2.0,2.0,396.4028571428572
2017-03-20,Minas Gerais,furniture_decor,50.24,11.74,38.5,50.24,11.74,38.5,1.0,1.0,222.77857142857144
2017-03-21,Distrito Federal,furniture_decor,64.52,14.52,50.0,64.52,14.52,50.0,1.0,1.0,222.44714285714286
2017-03-22,Rio de Janeiro,furniture_decor,192.13,52.53,73.69999999999999,64.04333333333334,17.51,24.566666666666663,2.0,3.0,157.98285714285717
2017-03-23,Goiás,furniture_decor,135.41,25.51,109.9,135.41,25.51,109.9,1.0,1.0,111.73857142857142
2017-03-24,Goiás,furniture_decor,570.88,50.68,520.2,570.88,50.68,520.2,1.0,1.0,179.28142857142853
2017-03-25,São Paulo,furniture_decor,51.42,14.52,36.9,51.42,14.52,36.9,1.0,1.0,177.6142857142857
2017-03-26,Rio Grande do Sul,furniture_decor,197.97000000000003,38.03,212.8,65.99000000000001,12.676666666666668,70.93333333333334,2.0,3.0,180.36714285714285
2017-03-27,São Paulo,furniture_decor,501.27,87.53999999999999,318.63,100.25399999999999,17.508,63.726,4.0,5.0,244.79999999999998
2017-03-28,Espírito Santo,furniture_decor,54.06,15.56,38.5,54.06,15.56,38.5,1.0,1.0,243.30571428571426
2017-03-29,Minas Gerais,furniture_decor,215.82,26.82,189.0,215.82,26.82,189.0,1.0,1.0,246.69
2017-03-30,Rio de Janeiro,furniture_decor,302.12,31.26,119.8,151.06,15.63,59.9,1.0,2.0,270.5057142857143
2017-03-31,Rio de Janeiro,furniture_decor,149.56,17.66,131.9,149.56,17.66,131.9,1.0,1.0,210.31714285714284
2017-04-01,Minas Gerais,furniture_decor,75.53,15.63,59.9,75.53,15.63,59.9,1.0,1.0,213.76142857142858
2017-04-02,Minas Gerais,furniture_decor,214.08,29.04,78.0,107.04,14.52,39.0,1.0,2.0,216.06285714285715
2017-04-03,Amazonas,furniture_decor,42.34,24.35,17.99,42.34,24.35,17.99,1.0,1.0,150.50142857142856
2017-04-04,São Paulo,furniture_decor,361.71000000000004,113.32000000000001,408.0,45.213750000000005,14.165000000000001,51.0,5.0,8.0,194.45142857142858
2017-04-05,Espírito Santo,furniture_decor,77.16,17.26,59.9,77.16,17.26,59.9,1.0,1.0,174.64285714285717
2017-04-06,Minas Gerais,furniture_decor,59.42,14.52,44.9,59.42,14.52,44.9,1.0,1.0,139.9714285714286
2017-04-07,Maranhão,furniture_decor,69.61,26.61,43.0,69.61,26.61,43.0,1.0,1.0,128.55
2017-04-08,São Paulo,furniture_decor,109.44999999999999,23.55,85.9,54.724999999999994,11.775,42.95,2.0,2.0,133.3957142857143
2017-04-09,Minas Gerais,furniture_decor,65.46,15.56,49.9,65.46,15.56,49.9,1.0,1.0,112.16428571428573
2017-04-10,Minas Gerais,furniture_decor,50.24,11.74,38.5,50.24,11.74,38.5,1.0,1.0,113.29285714285716
2017-04-11,Santa Catarina,furniture_decor,67.63,18.63,49.0,67.63,18.63,49.0,1.0,1.0,71.28142857142856
2017-04-12,São Paulo,furniture_decor,187.67,47.68,139.99,187.67,47.68,139.99,1.0,1.0,87.06857142857142
2017-04-13,Minas Gerais,furniture_decor,1852.6,126.32,799.98,926.3,63.16,399.99,1.0,2.0,343.2371428571428
2017-04-14,Mato Grosso do Sul,furniture_decor,216.82,17.82,199.0,216.82,17.82,199.0,1.0,1.0,364.26714285714286
2017-04-15,Bahia,furniture_decor,64.88,20.98,43.9,64.88,20.98,43.9,1.0,1.0,357.9
2017-04-16,Bahia,furniture_decor,240.74,60.84,179.9,240.74,60.84,179.9,1.0,1.0,382.94
2017-04-17,São Paulo,furniture_decor,334.65,30.619999999999997,179.32999999999998,111.55,10.206666666666665,59.776666666666664,2.0,3.0,423.57
2017-04-18,Rio Grande do Sul,furniture_decor,297.21,58.21,239.0,297.21,58.21,239.0,1.0,1.0,456.3671428571428
2017-04-19,Bahia,furniture_decor,119.66,29.67,89.99,119.66,29.67,89.99,1.0,1.0,446.65142857142854
2017-04-20,Rio Grande do Sul,furniture_decor,154.18,49.28,104.9,77.09,24.64,52.45,2.0,2.0,204.01999999999998
2017-04-21,Minas Gerais,furniture_decor,51.42,14.52,36.9,51.42,14.52,36.9,1.0,1.0,180.39142857142858
2017-04-22,São Paulo,furniture_decor,846.72,43.730000000000004,215.8,211.68,10.932500000000001,53.95,3.0,4.0,292.0828571428571
2017-04-23,Mato Grosso do Sul,furniture_decor,47.09,17.19,29.9,47.09,17.19,29.9,1.0,1.0,264.4185714285714
2017-04-24,Rio de Janeiro,furniture_decor,170.38,26.06,47.9,170.38,26.06,47.9,1.0,1.0,240.95142857142858
2017-04-25,São Paulo,furniture_decor,145.01,28.52,116.49000000000001,72.505,14.26,58.245000000000005,2.0,2.0,219.20857142857145
2017-04-26,Bahia,furniture_decor,943.2,93.6,378.0,471.6,46.8,189.0,2.0,2.0,336.85714285714283
2017-04-27,Minas Gerais,furniture_decor,69.16,14.16,55.0,69.16,14.16,55.0,1.0,1.0,324.7114285714286
2017-04-28,Paraná,furniture_decor,55.55,15.56,39.99,55.55,15.56,39.99,1.0,1.0,325.3014285714286
